transaction_id,user_id,timestamp,amount,merchant,location,device,payment_method,hour_of_day,day_of_week,failed_attempts,txn_velocity,account_age_days,avg_user_amount,amount_deviation,is_foreign_location,is_unusual_device,is_fraud
TXN004699,U0239,2024-01-31 10:43:00,680.38,Myntra,Surat,iOS,UPI,10,2,0,1,1006,565.78,1.2026,0,0,0
TXN004700,U0470,2024-04-08 02:41:00,684.41,Amazon,Chennai,Android,Net Banking,2,0,0,1,556,616.58,1.11,0,0,0
TXN004701,U0446,2024-07-10 13:27:00,1231.75,PhonePe Store,Jaipur,Windows,Net Banking,13,2,0,4,1149,2142.38,0.5749,0,0,0
TXN004702,U0217,2024-02-17 23:21:00,317.98,BigBasket,Jaipur,Android,UPI,23,5,0,1,1908,506.32,0.628,0,0,0
TXN004703,U0205,2024-07-19 20:23:00,348.63,BigBasket,Surat,iOS,Net Banking,20,4,0,4,221,276.53,1.2607,0,0,0
TXN004704,U0262,2024-08-22 06:46:00,983.39,PayTM Mall,Hyderabad,Windows,Debit Card,6,3,0,1,342,1033.26,0.9517,0,0,0
TXN004705,U0498,2024-08-09 16:20:00,980.56,Nykaa,Kolkata,Android,Credit Card,16,4,0,1,1876,906.56,1.0816,0,1,0
TXN004706,U0490,2024-06-01 13:48:00,2624.06,Ola,Hyderabad,iOS,Net Banking,13,5,0,4,789,2648.21,0.9909,0,0,0
TXN004707,U0134,2024-07-11 10:14:00,1902.5,Zomato,Chennai,Windows,UPI,10,3,0,3,613,1760.92,1.0804,0,1,0
TXN004708,U0098,2024-11-01 00:31:00,1140.68,Meesho,Hyderabad,Android,Net Banking,0,4,0,2,894,1423.76,0.8012,0,0,0
TXN004709,U0139,2024-10-21 20:24:00,7.32,Unknown_Merchant,Dubai,Windows,UPI,3,0,1,18,1938,2473.82,0.003,1,1,1
TXN004710,U0077,2024-07-22 19:03:00,1010.32,PayTM Mall,Pune,iOS,UPI,19,0,0,1,1360,1196.37,0.8445,0,1,0
TXN004711,U0424,2024-03-02 14:42:00,3305.24,Uber,Chennai,Windows,Net Banking,14,5,0,4,194,2897.41,1.1408,0,0,0
TXN004712,U0210,2024-02-23 19:36:00,32744.84,Amazon,Surat,iOS,Wallet,19,4,1,4,878,51675.11,0.6337,0,0,0
TXN004713,U0056,2024-10-08 14:17:00,1133.03,Meesho,Pune,iOS,Credit Card,14,1,0,2,959,2782.99,0.4071,0,1,0
TXN004714,U0261,2024-12-08 15:34:00,10266.57,Unknown_Merchant,USA,Windows,Wallet,3,6,5,9,438,434.01,23.6551,1,1,1
TXN004715,U0472,2024-04-20 14:22:00,58.6,Ola,Kolkata,Linux,Net Banking,14,5,0,4,989,109.74,0.534,0,1,0
TXN004716,U0019,2024-08-16 08:58:00,873.15,Zomato,Pune,MacOS,UPI,8,4,1,1,1160,442.29,1.9742,0,1,0
TXN004717,U0448,2024-08-13 02:57:00,193.88,Myntra,Kolkata,Windows,Wallet,2,1,2,1,642,428.43,0.4525,0,0,0
TXN004718,U0249,2024-04-09 06:24:00,5093.71,Uber,Pune,Windows,UPI,6,1,0,3,1185,6408.97,0.7948,0,0,0
TXN004719,U0391,2024-09-24 02:17:00,1396.99,BookMyShow,Hyderabad,Windows,Credit Card,2,1,1,4,865,446.57,3.1283,0,0,0
TXN004720,U0342,2024-11-07 20:53:00,1324.76,Flipkart,Chennai,iOS,Credit Card,20,3,0,4,385,1399.24,0.9468,0,1,0
TXN004721,U0167,2024-01-29 18:17:00,1610.98,Nykaa,Mumbai,iOS,Credit Card,18,0,0,3,1816,2495.04,0.6457,0,0,0
TXN004722,U0058,2024-07-28 20:15:00,1031.36,Nykaa,Chennai,Windows,Credit Card,20,6,0,1,1590,804.96,1.2813,0,0,0
TXN004723,U0355,2024-09-19 23:04:00,712.82,MakeMyTrip,Hyderabad,iOS,UPI,23,3,0,4,1248,1075.98,0.6625,0,0,0
TXN004724,U0272,2024-06-04 13:46:00,425.28,Amazon,Bangalore,Android,Debit Card,13,1,0,1,1242,260.9,1.63,0,0,0
TXN004725,U0487,2024-11-05 07:39:00,401.39,BookMyShow,Hyderabad,Android,Wallet,7,1,1,1,653,574.46,0.6987,0,0,0
TXN004726,U0289,2024-12-17 05:27:00,772.77,Amazon,Delhi,Android,UPI,5,1,0,4,1566,1452.43,0.5321,0,0,0
TXN004727,U0481,2024-01-26 20:27:00,2207.69,Meesho,Chennai,iOS,Debit Card,20,4,0,1,81,964.96,2.2879,0,0,0
TXN004728,U0100,2024-11-23 13:55:00,638.97,PayTM Mall,Hyderabad,Android,Net Banking,13,5,0,3,937,867.32,0.7367,0,0,0
TXN004729,U0380,2024-01-02 13:56:00,262.96,Amazon,Kolkata,Windows,Debit Card,13,1,0,3,1810,488.68,0.5381,0,0,0
TXN004730,U0122,2024-05-23 21:00:00,460.52,PayTM Mall,Surat,Android,Wallet,21,3,2,3,1298,441.69,1.0426,0,0,0
TXN004731,U0397,2024-03-31 09:00:00,83.1,Flipkart,Chennai,iOS,Debit Card,9,6,0,4,1739,197.72,0.4203,0,0,0
TXN004732,U0243,2024-06-26 18:35:00,2742.84,Swiggy,Bangalore,iOS,Debit Card,18,2,0,4,479,1817.08,1.5095,0,0,0
TXN004733,U0413,2024-11-26 03:39:00,150.7,Myntra,Bangalore,Linux,Wallet,3,1,1,2,119,236.49,0.6372,0,1,0
TXN004734,U0387,2024-02-08 19:36:00,3537.33,Meesho,Chennai,iOS,Net Banking,19,3,0,3,1833,1543.42,2.2919,0,0,0
TXN004735,U0285,2024-03-09 04:28:00,16319.59,Nykaa,Ahmedabad,Windows,Net Banking,4,5,0,3,1616,9256.06,1.7631,0,0,0
TXN004736,U0334,2024-12-13 05:27:00,303.75,Uber,Surat,Android,Debit Card,5,4,0,3,1618,557.15,0.5452,0,0,0
TXN004737,U0266,2024-05-22 08:34:00,328.53,BookMyShow,Delhi,iOS,UPI,8,2,0,3,373,314.89,1.0433,0,0,0
TXN004738,U0298,2024-06-22 15:25:00,735.88,Uber,Bangalore,Android,Debit Card,15,5,1,1,862,1491.14,0.4935,0,1,0
TXN004739,U0477,2024-10-06 11:23:00,1321.0,Zomato,Bangalore,Windows,Net Banking,11,6,0,2,283,1951.9,0.6768,0,0,0
TXN004740,U0016,2024-05-04 03:29:00,998.91,Myntra,Kolkata,Windows,Credit Card,3,5,0,2,571,624.98,1.5983,0,0,0
TXN004741,U0323,2024-04-30 08:44:00,253.06,MakeMyTrip,Ahmedabad,Android,Debit Card,8,1,0,4,1817,483.85,0.523,0,0,0
TXN004742,U0357,2024-08-09 10:27:00,1104.63,Zomato,Mumbai,iOS,Credit Card,10,4,0,1,1440,1076.52,1.0261,0,0,0
TXN004743,U0058,2024-05-12 22:20:00,540.88,Amazon,Delhi,Windows,Debit Card,22,6,0,2,1590,804.96,0.6719,0,0,0
TXN004744,U0420,2024-05-29 01:30:00,1285.86,BookMyShow,Kolkata,Android,Net Banking,1,2,0,3,1509,1173.23,1.096,0,0,0
TXN004745,U0250,2024-04-02 18:12:00,1928.71,Amazon,Kolkata,Android,Net Banking,18,1,1,2,1346,1644.15,1.1731,0,0,0
TXN004746,U0366,2024-07-03 16:29:00,419.33,BookMyShow,Hyderabad,Windows,UPI,16,2,0,2,1712,734.2,0.5711,0,0,0
TXN004747,U0293,2024-03-10 13:09:00,494.95,Uber,Mumbai,MacOS,UPI,13,6,2,4,756,608.28,0.8137,0,1,0
TXN004748,U0343,2024-01-11 02:05:00,754.74,Uber,Jaipur,iOS,Net Banking,2,3,0,2,350,1401.04,0.5387,0,1,0
TXN004749,U0286,2024-02-18 09:59:00,108.77,Myntra,Jaipur,iOS,Net Banking,9,6,1,4,922,155.7,0.6986,0,0,0
TXN004750,U0076,2024-09-06 02:15:00,2620.56,MakeMyTrip,Surat,Linux,Wallet,2,4,0,1,668,2494.65,1.0505,0,1,0
TXN004751,U0051,2024-12-19 10:15:00,561.0,MakeMyTrip,Jaipur,iOS,Wallet,10,3,0,1,1163,1516.38,0.37,0,0,0
TXN004752,U0118,2024-12-26 04:41:00,1223.99,Uber,Delhi,Android,Wallet,4,3,0,3,1248,340.81,3.5914,0,0,0
TXN004753,U0052,2024-07-05 06:48:00,383.81,PhonePe Store,Hyderabad,Android,Debit Card,6,4,0,3,1506,746.14,0.5144,0,1,0
TXN004754,U0327,2024-11-16 10:59:00,4432.6,Swiggy,Chennai,MacOS,UPI,10,5,0,2,263,3491.58,1.2695,0,1,0
TXN004755,U0386,2024-07-27 08:43:00,1152.13,MakeMyTrip,Jaipur,Linux,Wallet,8,5,0,4,1929,1274.61,0.9039,0,1,0
TXN004756,U0390,2024-09-22 01:28:00,621.66,PhonePe Store,Delhi,iOS,UPI,1,6,1,4,1158,615.91,1.0093,0,0,0
TXN004757,U0175,2024-11-29 06:38:00,1040.37,Amazon,Jaipur,iOS,Net Banking,6,4,0,2,1953,1446.19,0.7194,0,0,0
TXN004758,U0043,2024-03-18 19:09:00,904.11,MakeMyTrip,Surat,iOS,Wallet,19,0,2,4,1868,976.87,0.9255,0,0,0
TXN004759,U0195,2024-12-21 05:31:00,48131.15,Unknown_Merchant,USA,Windows,UPI,23,5,1,12,1195,1303.99,36.9107,1,0,1
TXN004760,U0168,2024-04-07 20:00:00,11573.01,Uber,Hyderabad,iOS,Net Banking,20,6,1,3,485,7308.5,1.5835,0,0,0
TXN004761,U0460,2024-12-17 18:24:00,294.36,Zomato,Kolkata,Android,Debit Card,18,1,0,1,1333,331.0,0.8893,0,0,0
TXN004762,U0360,2024-10-07 16:48:00,798.85,Nykaa,Delhi,MacOS,UPI,16,0,0,1,194,479.51,1.666,0,1,0
TXN004763,U0311,2024-01-02 14:06:00,2375.49,Zomato,Bangalore,iOS,Net Banking,14,1,0,4,274,882.11,2.693,0,0,0
TXN004764,U0181,2024-09-16 20:21:00,2274.24,BigBasket,Surat,Android,Debit Card,20,0,0,3,818,2050.15,1.1093,0,0,0
TXN004765,U0235,2024-09-06 04:49:00,6484.38,PhonePe Store,Pune,iOS,Net Banking,4,4,2,4,1141,9357.6,0.693,0,0,0
TXN004766,U0482,2024-10-13 07:49:00,815.55,Flipkart,Jaipur,Windows,Wallet,7,6,0,3,701,421.77,1.9336,0,0,0
TXN004767,U0365,2024-06-01 22:15:00,1404.15,PayTM Mall,Surat,Windows,Wallet,22,5,2,3,1977,2186.69,0.6421,0,0,0
TXN004768,U0430,2024-07-11 16:45:00,336.43,BookMyShow,Delhi,Android,UPI,16,3,0,1,1559,188.91,1.7809,0,0,0
TXN004769,U0038,2024-09-26 23:30:00,1.94,Nykaa,Unknown_Location,MacOS,UPI,4,3,2,8,1052,154.52,0.0126,1,1,1
TXN004770,U0159,2024-07-16 11:39:00,272.06,Amazon,Bangalore,Windows,Credit Card,11,1,0,2,240,333.18,0.8166,0,0,0
TXN004771,U0458,2024-02-06 15:33:00,541.4,Amazon,Ahmedabad,Android,Debit Card,15,1,0,2,1618,389.46,1.3901,0,1,0
TXN004772,U0163,2024-09-09 10:33:00,4157.28,Flipkart,Delhi,Android,Wallet,10,0,0,2,1835,3493.28,1.1901,0,0,0
TXN004773,U0341,2024-04-21 00:54:00,6.63,Unknown_Merchant,Unknown_Location,Android,Credit Card,2,6,4,10,196,481.92,0.0138,1,1,1
TXN004774,U0412,2024-02-15 17:56:00,225.5,Myntra,Bangalore,Windows,Credit Card,17,3,0,1,814,356.15,0.6332,0,0,0
TXN004775,U0134,2024-02-05 14:38:00,6.99,Unknown_Merchant,Singapore,Windows,Net Banking,1,0,2,9,613,1760.92,0.004,1,1,1
TXN004776,U0190,2024-11-29 00:04:00,211.81,Amazon,Chennai,Windows,Credit Card,0,4,0,1,663,241.09,0.8786,0,0,0
TXN004777,U0360,2024-06-08 00:04:00,178.78,PhonePe Store,Kolkata,iOS,Wallet,0,5,0,2,194,479.51,0.3728,0,0,0
TXN004778,U0017,2024-01-19 14:31:00,303.93,Amazon,Hyderabad,Windows,Debit Card,14,4,0,1,970,398.29,0.7631,0,0,0
TXN004779,U0212,2024-04-14 22:43:00,6456.03,Zomato,Pune,iOS,Credit Card,22,6,0,1,848,3413.75,1.8912,0,0,0
TXN004780,U0127,2024-12-29 05:26:00,372.52,Amazon,Pune,Linux,Debit Card,5,6,0,3,1405,407.26,0.9147,0,1,0
TXN004781,U0322,2024-03-02 15:15:00,2477.48,Uber,Delhi,Windows,UPI,15,5,0,3,1808,1988.54,1.2459,0,0,0
TXN004782,U0483,2024-04-23 21:08:00,278.69,Zomato,Surat,Android,UPI,21,1,1,2,1356,219.98,1.2669,0,0,0
TXN004783,U0202,2024-01-01 15:19:00,3516.66,Myntra,Jaipur,iOS,Wallet,15,0,0,4,1655,1921.35,1.8303,0,0,0
TXN004784,U0293,2024-05-02 07:36:00,1060.37,Zomato,Ahmedabad,Android,Wallet,7,3,2,3,756,608.28,1.7432,0,0,0
TXN004785,U0298,2024-04-12 07:38:00,889.04,BookMyShow,Bangalore,Windows,UPI,7,4,0,1,862,1491.14,0.5962,0,0,0
TXN004786,U0374,2024-06-01 03:25:00,4558.62,Myntra,Delhi,iOS,UPI,3,5,0,3,873,2861.99,1.5928,0,0,0
TXN004787,U0214,2024-05-03 20:07:00,1682.27,Meesho,Hyderabad,Android,UPI,20,4,0,3,1624,2103.57,0.7997,0,0,0
TXN004788,U0131,2024-07-08 11:32:00,253.51,BigBasket,Hyderabad,Windows,Net Banking,11,0,1,3,466,232.6,1.0899,0,0,0
TXN004789,U0151,2024-01-31 03:32:00,1814.81,MakeMyTrip,Jaipur,Windows,UPI,3,2,0,2,905,1408.8,1.2882,0,0,0
TXN004790,U0048,2024-07-11 11:06:00,143578.95,Unknown_Merchant,USA,Linux,UPI,3,3,5,8,894,3156.19,45.4912,1,1,1
TXN004791,U0212,2024-06-27 01:29:00,2480.15,Ola,Jaipur,iOS,Wallet,1,3,1,4,848,3413.75,0.7265,0,0,0
TXN004792,U0480,2024-08-24 15:40:00,1372.65,PhonePe Store,Kolkata,Android,UPI,15,5,1,2,1412,3359.59,0.4086,0,0,0
TXN004793,U0239,2024-12-10 20:58:00,670.99,Zomato,Surat,MacOS,Wallet,20,1,0,3,1006,565.78,1.186,0,1,0
TXN004794,U0488,2024-11-21 17:53:00,286.89,Swiggy,Mumbai,Android,UPI,17,3,0,1,229,371.84,0.7715,0,0,0
TXN004795,U0012,2024-10-11 15:05:00,501.96,PhonePe Store,Pune,iOS,Debit Card,15,4,0,4,599,688.33,0.7292,0,0,0
TXN004796,U0196,2024-05-31 02:16:00,1515.3,Ola,Chennai,iOS,Net Banking,2,4,0,4,1152,1612.14,0.9399,0,0,0
TXN004797,U0495,2024-06-21 06:04:00,5604.99,Myntra,Kolkata,Android,Debit Card,6,4,0,1,938,5029.74,1.1144,0,0,0
TXN004798,U0004,2024-11-17 19:57:00,6.77,Meesho,Dubai,MacOS,Net Banking,2,6,2,15,1239,5029.27,0.0013,1,1,1
TXN004799,U0264,2024-05-10 04:51:00,399.66,BigBasket,Mumbai,Windows,Credit Card,4,4,0,1,1971,393.71,1.0151,0,0,0
TXN004800,U0272,2024-11-08 00:36:00,154338.19,Meesho,USA,iOS,UPI,2,4,5,8,1242,260.9,591.5607,1,1,1
TXN004801,U0439,2024-08-08 21:19:00,761.88,Zomato,Mumbai,Windows,Net Banking,21,3,0,3,1813,199.66,3.8159,0,0,0
TXN004802,U0259,2024-01-31 13:00:00,626.42,Myntra,Kolkata,Android,Debit Card,13,2,1,2,1361,1709.27,0.3665,0,0,0
TXN004803,U0148,2024-02-11 06:16:00,249.96,Swiggy,Mumbai,iOS,Credit Card,6,6,0,3,1609,292.82,0.8536,0,0,0
TXN004804,U0422,2024-02-05 15:23:00,3096.28,PhonePe Store,Delhi,Android,Credit Card,15,0,2,4,991,6344.48,0.488,0,0,0
TXN004805,U0128,2024-06-28 17:17:00,1662.61,PayTM Mall,Chennai,iOS,Credit Card,17,4,0,2,677,622.47,2.671,0,0,0
TXN004806,U0224,2024-11-08 23:25:00,124.85,Amazon,Delhi,Windows,Wallet,23,4,0,4,1794,218.61,0.5711,0,0,0
TXN004807,U0190,2024-06-30 13:06:00,109.44,Meesho,Chennai,Windows,Net Banking,13,6,0,3,663,241.09,0.4539,0,0,0
TXN004808,U0092,2024-09-02 12:16:00,1810.85,PhonePe Store,Mumbai,iOS,Credit Card,12,0,0,1,912,2888.94,0.6268,0,1,0
TXN004809,U0113,2024-06-29 01:47:00,874.84,BigBasket,Hyderabad,Windows,Credit Card,1,5,0,2,672,1164.71,0.7511,0,0,0
TXN004810,U0209,2024-01-08 18:37:00,2370.16,Flipkart,Pune,Windows,UPI,18,0,0,3,1770,1835.46,1.2913,0,0,0
TXN004811,U0354,2024-02-24 08:15:00,1128.84,Myntra,Delhi,Windows,Debit Card,8,5,0,2,152,934.55,1.2079,0,1,0
TXN004812,U0464,2024-12-10 23:34:00,2689.24,MakeMyTrip,Delhi,Android,UPI,23,1,0,1,1216,1358.29,1.9799,0,0,0
TXN004813,U0467,2024-10-15 16:02:00,2588.14,Meesho,Delhi,Android,Credit Card,16,1,0,1,441,2026.71,1.277,0,0,0
TXN004814,U0094,2024-06-22 06:00:00,393.62,Amazon,Surat,Windows,Wallet,6,5,0,1,140,790.24,0.4981,0,0,0
TXN004815,U0304,2024-09-26 09:01:00,1080.01,PayTM Mall,Bangalore,iOS,Net Banking,9,3,0,2,1389,2019.03,0.5349,0,0,0
TXN004816,U0030,2024-02-03 18:55:00,1097.79,Myntra,Delhi,Windows,UPI,18,5,0,1,1523,819.18,1.3401,0,0,0
TXN004817,U0294,2024-01-18 19:22:00,961.1,Nykaa,Surat,iOS,Debit Card,19,3,0,3,602,2564.71,0.3747,0,0,0
TXN004818,U0415,2024-08-11 18:07:00,40837.94,Unknown_Merchant,Unknown_Location,iOS,Net Banking,23,6,4,11,1389,1528.92,26.7103,1,0,1
TXN004819,U0479,2024-06-05 07:07:00,58120.02,Myntra,Delhi,MacOS,Debit Card,7,2,0,4,810,23834.3,2.4385,0,1,0
TXN004820,U0208,2024-11-02 14:39:00,2554.71,Ola,Hyderabad,Android,Net Banking,14,5,0,4,531,1833.14,1.3936,0,0,0
TXN004821,U0112,2024-05-15 07:31:00,1533.41,Meesho,Mumbai,Windows,Wallet,7,2,0,1,1140,1067.94,1.4359,0,0,0
TXN004822,U0310,2024-07-26 10:43:00,1373.1,BigBasket,Bangalore,Android,UPI,10,4,0,3,277,895.88,1.5327,0,0,0
TXN004823,U0135,2024-08-17 12:33:00,409.36,MakeMyTrip,Delhi,iOS,Wallet,12,5,0,1,1737,437.28,0.9362,0,0,0
TXN004824,U0319,2024-08-08 01:59:00,1560.04,Flipkart,Hyderabad,Windows,Wallet,1,3,0,1,1123,1516.51,1.0287,0,0,0
TXN004825,U0324,2024-05-17 05:55:00,10227.61,PayTM Mall,Hyderabad,Windows,Debit Card,5,4,0,2,612,8887.38,1.1508,0,0,0
TXN004826,U0296,2024-09-30 01:04:00,1035.15,BigBasket,Chennai,Windows,Credit Card,1,0,0,2,50,548.45,1.8874,0,0,0
TXN004827,U0163,2024-12-11 15:45:00,4693.14,BookMyShow,Delhi,Android,Credit Card,15,2,0,1,1835,3493.28,1.3435,0,0,0
TXN004828,U0005,2024-05-26 14:24:00,656.83,PayTM Mall,Ahmedabad,Android,Credit Card,14,6,0,4,91,867.7,0.757,0,0,0
TXN004829,U0329,2024-04-27 23:22:00,1713.27,Myntra,Mumbai,Windows,Debit Card,23,5,0,4,1319,2046.98,0.837,0,0,0
TXN004830,U0382,2024-08-19 06:04:00,768.12,BookMyShow,Hyderabad,Android,Wallet,6,0,0,2,1091,602.21,1.2755,0,0,0
TXN004831,U0405,2024-04-28 15:40:00,1041.67,Meesho,Hyderabad,iOS,Wallet,15,6,1,3,1516,699.2,1.4898,0,0,0
TXN004832,U0124,2024-04-09 01:07:00,360.47,PayTM Mall,Surat,Windows,Wallet,1,1,0,1,1100,269.93,1.3354,0,0,0
TXN004833,U0026,2024-08-09 00:33:00,2151.64,Uber,Kolkata,Android,Debit Card,0,4,1,1,788,1225.28,1.756,0,0,0
TXN004834,U0357,2024-12-09 04:18:00,1060.72,Ola,Mumbai,iOS,Credit Card,4,0,0,2,1440,1076.52,0.9853,0,0,0
TXN004835,U0183,2024-08-27 06:16:00,346.2,Nykaa,Hyderabad,Windows,Wallet,6,1,0,4,923,375.82,0.9212,0,0,0
TXN004836,U0335,2024-02-10 08:36:00,3821.77,Flipkart,Jaipur,iOS,Credit Card,8,5,0,2,952,2907.71,1.3144,0,0,0
TXN004837,U0216,2024-10-28 23:12:00,5640.44,BigBasket,Jaipur,Linux,Debit Card,23,0,0,2,132,2342.49,2.4079,0,1,0
TXN004838,U0246,2024-11-24 16:50:00,2.22,Unknown_Merchant,Singapore,Windows,UPI,22,6,4,14,368,784.85,0.0028,1,0,1
TXN004839,U0123,2024-05-10 18:11:00,4672.79,Ola,Hyderabad,iOS,Net Banking,18,4,0,1,1376,4459.51,1.0478,0,0,0
TXN004840,U0215,2024-04-29 23:30:00,457.41,Swiggy,Pune,Windows,Net Banking,23,0,0,1,390,800.1,0.5717,0,1,0
TXN004841,U0399,2024-07-05 11:57:00,1880.53,Myntra,Ahmedabad,Windows,Wallet,11,4,0,1,326,977.95,1.9229,0,0,0
TXN004842,U0289,2024-02-15 06:25:00,2484.41,Uber,Ahmedabad,Android,Credit Card,6,3,0,3,1566,1452.43,1.7105,0,0,0
TXN004843,U0328,2024-08-30 16:29:00,2.43,Nykaa,London,Android,Net Banking,4,4,3,5,1037,2420.34,0.001,1,1,1
TXN004844,U0042,2024-07-30 22:43:00,1459.85,Amazon,Jaipur,iOS,Debit Card,22,1,0,2,1559,1301.62,1.1216,0,0,0
TXN004845,U0021,2024-08-01 15:34:00,5948.95,Uber,Kolkata,Windows,Credit Card,15,3,0,2,423,4748.81,1.2527,0,0,0
TXN004846,U0389,2024-10-03 10:57:00,1615.86,Nykaa,Surat,Android,UPI,10,3,0,2,1483,2836.78,0.5696,0,0,0
TXN004847,U0010,2024-04-04 14:41:00,781.05,PhonePe Store,Jaipur,Windows,Wallet,14,3,0,3,599,1886.65,0.414,0,0,0
TXN004848,U0349,2024-08-03 18:33:00,296.6,Nykaa,Hyderabad,iOS,Credit Card,18,5,0,2,1643,534.62,0.5548,0,0,0
TXN004849,U0104,2024-09-18 13:06:00,514.76,PhonePe Store,Kolkata,iOS,Credit Card,13,2,0,1,467,491.63,1.047,0,0,0
TXN004850,U0145,2024-07-18 15:35:00,1531.76,BigBasket,Chennai,Windows,Net Banking,15,3,0,1,1030,1422.09,1.0771,0,0,0
TXN004851,U0241,2024-02-09 04:35:00,1052.57,BigBasket,Pune,iOS,Net Banking,4,4,0,2,1132,496.45,2.1202,0,0,0
TXN004852,U0243,2024-10-14 06:48:00,176685.18,Meesho,London,iOS,Net Banking,4,0,3,15,479,1817.08,97.2358,1,0,1
TXN004853,U0453,2024-04-19 14:34:00,587.81,Ola,Kolkata,Windows,UPI,14,4,0,2,635,409.23,1.4364,0,0,0
TXN004854,U0372,2024-03-07 14:29:00,1296.97,PhonePe Store,Jaipur,iOS,Credit Card,14,3,0,3,712,1804.43,0.7188,0,0,0
TXN004855,U0127,2024-12-27 07:26:00,597.18,Amazon,Pune,Windows,Net Banking,7,4,0,4,1405,407.26,1.4663,0,1,0
TXN004856,U0188,2024-12-23 13:37:00,1301.22,PhonePe Store,Kolkata,Windows,Net Banking,13,0,1,2,672,1019.61,1.2762,0,0,0
TXN004857,U0241,2024-08-31 23:53:00,503.83,Flipkart,Chennai,iOS,Wallet,23,5,0,2,1132,496.45,1.0149,0,0,0
TXN004858,U0230,2024-08-19 15:45:00,1807.72,MakeMyTrip,Bangalore,iOS,Credit Card,15,0,0,3,717,2163.75,0.8355,0,0,0
TXN004859,U0173,2024-09-15 07:26:00,639.54,Nykaa,Mumbai,Linux,Wallet,7,6,1,2,749,1015.26,0.6299,0,1,0
TXN004860,U0094,2024-06-08 17:56:00,376.87,Nykaa,Ahmedabad,Windows,Wallet,17,5,1,4,140,790.24,0.4769,0,0,0
TXN004861,U0484,2024-03-07 08:17:00,8.6,Nykaa,Unknown_Location,Android,Net Banking,2,3,4,6,1717,1344.08,0.0064,1,1,1
TXN004862,U0290,2024-09-02 16:11:00,755.4,MakeMyTrip,Ahmedabad,Android,Wallet,16,0,0,1,1279,588.34,1.284,0,1,0
TXN004863,U0417,2024-02-25 23:00:00,10590.72,PhonePe Store,Jaipur,Windows,Credit Card,23,6,0,3,1238,5172.71,2.0474,0,0,0
TXN004864,U0119,2024-09-17 23:01:00,6.17,Unknown_Merchant,Unknown_Location,iOS,UPI,2,1,2,18,1795,3438.61,0.0018,1,1,1
TXN004865,U0180,2024-10-08 00:32:00,35954.25,Meesho,Mumbai,iOS,UPI,0,1,0,4,1271,16650.06,2.1594,0,0,0
TXN004866,U0480,2024-02-22 19:52:00,4513.46,Amazon,Kolkata,MacOS,Net Banking,19,3,0,2,1412,3359.59,1.3435,0,1,0
TXN004867,U0017,2024-04-15 21:05:00,436.0,Amazon,Hyderabad,Windows,Credit Card,21,0,0,3,970,398.29,1.0947,0,0,0
TXN004868,U0247,2024-04-02 11:57:00,361.85,PhonePe Store,Ahmedabad,Windows,Debit Card,11,1,0,3,1304,682.02,0.5306,0,1,0
TXN004869,U0435,2024-06-03 16:24:00,2923.96,Flipkart,Kolkata,iOS,UPI,16,0,0,4,912,4926.37,0.5935,0,0,0
TXN004870,U0458,2024-01-02 10:25:00,335.94,Myntra,Ahmedabad,Windows,Net Banking,10,1,0,3,1618,389.46,0.8626,0,1,0
TXN004871,U0356,2024-10-19 12:00:00,236.65,PhonePe Store,Delhi,iOS,UPI,12,5,0,1,929,402.41,0.5881,0,0,0
TXN004872,U0309,2024-04-09 02:28:00,2136.91,Ola,Ahmedabad,iOS,Credit Card,2,1,0,3,657,1895.23,1.1275,0,0,0
TXN004873,U0408,2024-08-25 22:37:00,690.02,Zomato,Jaipur,iOS,Credit Card,22,6,0,4,736,951.1,0.7255,0,0,0
TXN004874,U0280,2024-08-19 10:29:00,691.3,BigBasket,Pune,Android,Net Banking,10,0,0,4,246,745.97,0.9267,0,1,0
TXN004875,U0192,2024-05-17 05:26:00,2156.26,Meesho,Chennai,Windows,Wallet,5,4,0,3,290,2582.2,0.835,0,0,0
TXN004876,U0337,2024-10-28 13:37:00,508.36,BookMyShow,Surat,iOS,UPI,13,0,0,3,655,480.34,1.0583,0,0,0
TXN004877,U0325,2024-01-19 09:06:00,361.57,PhonePe Store,Ahmedabad,iOS,Credit Card,9,4,1,4,932,401.01,0.9016,0,0,0
TXN004878,U0436,2024-02-23 04:51:00,2085.87,MakeMyTrip,Mumbai,Android,Credit Card,4,4,1,1,1117,1180.97,1.7662,0,0,0
TXN004879,U0440,2024-03-21 20:47:00,1619.52,Amazon,Pune,Windows,Wallet,20,3,0,3,1429,1037.38,1.5612,0,0,0
TXN004880,U0108,2024-02-05 21:10:00,1124.12,Meesho,Pune,Windows,Debit Card,21,0,0,4,1990,1305.81,0.8609,0,0,0
TXN004881,U0093,2024-11-01 00:58:00,187.12,PhonePe Store,Kolkata,iOS,Net Banking,0,4,0,4,871,543.45,0.3443,0,0,0
TXN004882,U0229,2024-05-07 01:24:00,412.13,Myntra,Mumbai,MacOS,Net Banking,1,1,1,2,615,536.3,0.7685,0,1,0
TXN004883,U0467,2024-02-07 20:43:00,4996.74,Amazon,Pune,Linux,Debit Card,20,2,0,4,441,2026.71,2.4654,0,1,0
TXN004884,U0314,2024-09-04 12:31:00,3681.87,Uber,Ahmedabad,Android,Credit Card,12,2,0,2,1513,2473.8,1.4883,0,1,0
